category,name,model,specification,color,feature,spec_model,spec_color,spec_feature,spec_rated_power,spec_voltage,spec_frequency,spec_cable_length,spec_product_size,spec_gift_box_size,spec_carton_size,spec_package_standard,spec_net_weight,spec_gross_weight,html_content,image_url,product_url
Electric Kettle,Electric Kettle EKS07228E-3,EKS07228E-3,"0.7L; 220V-240V~, 50Hz, 800W-1000W",Black/White,"fashionable appearance and color; separate but stable base, which will not make it shake when boiling water; food grade SUS304 stainless steel and spray paint craftsmanship; auto power off, boil-dry protection",EKS07228E-3,Black/White,"fashionable appearance and color; separate but stable base, which will not make it shake when boiling water; food grade SUS304 stainless steel and spray paint craftsmanship; auto power off, boil-dry protection",800W-1000W,220-240V,50Hz,0.75M,/,220x195x220MM(WxDxH),415x385x506MM(WxDxH),8PCS/CTN,/,1.4KG/PC,"<li>fashionable appearance and color</li>
<li>separate but stable base, which will not make it shake when boiling water</li>
<li>food grade SUS304 stainless steel and spray paint craftsmanship</li>
<li>auto power off, boil-dry protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS07228E-3</li>
<li>Color: Black/White</li>
<li>Specification: 0.7L; 220V-240V~, 50Hz, 800W-1000W</li>
<li>Rated Power: 800W-1000W</li>
<li>Voltage: 220-240V</li>
<li>Rated Frequency: 50Hz</li>
<li>Length of Power Cable: 0.75M</li>
<li>Gift Box Size: 220x195x220MM(WxDxH)</li>
<li>Master Carton Size: 415x385x506MM(WxDxH)</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Gross Weight: 1.4KG/PC</li>","https://cdn.globalso.com/aolga-hk/119.png,https://cdn.globalso.com/aolga-hk/214.png,https://cdn.globalso.com/aolga-hk/39.png,https://cdn.globalso.com/aolga-hk/45.png,https://cdn.globalso.com/aolga-hk/51.png",https://www.aolga-hk.com/electric-kettle-eks07228e-3-product/
Electric Kettle,Electric Kettle LL-08P01,LL-08P01,"0.8L; 220V/110V, 50Hz-60Hz, 1200W",Black/White,"with LED blue light; spring cover; double-layer design; integrated kettle with lid, uneasy to fall or lose; integrated seamless liner; ergonomic handle; water-gathering ring design of upper cover for anti-scalding; automatic power-off; visible heating indicator; SUS304 stainless steel for pot bladder and inner steel cover",LL-08P01,Black/White,"with LED blue light; spring cover; double-layer design; integrated kettle with lid, uneasy to fall or lose; integrated seamless liner; ergonomic handle; water-gathering ring design of upper cover for anti-scalding; automatic power-off; visible heating indicator; SUS304 stainless steel for pot bladder and inner steel cover",1200W,220V/110V,50Hz/60Hz,0.8M,201.1x136.7x202.2(WxDxH),195x195x215(WxDxH),685x395x410(WxDxH),12PCS/CTN,0.85KG/PC,1.14KG/PC,"<li>with LED blue light</li>
<li>spring cover</li>
<li>double-layer design</li>
<li>integrated kettle with lid, uneasy to fall or lose</li>
<li>integrated seamless liner</li>
<li>ergonomic handle</li>
<li>water-gathering ring design of upper cover for anti-scalding</li>
<li>automatic power-off</li>
<li>visible heating indicator</li>
<li>SUS304 stainless steel for pot bladder and inner steel cover</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: LL-08P01</li>
<li>Color: Black/White</li>
<li>Specification: 0.8L; 220V/110V, 50Hz-60Hz, 1200W</li>
<li>Rated Power: 1200W</li>
<li>Voltage: 220V/110V</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.8M</li>
<li>Product Size: 201.1x136.7x202.2(WxDxH)</li>
<li>Gift Box Size: 195x195x215(WxDxH)</li>
<li>Master Carton Size: 685x395x410(WxDxH)</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 0.85KG/PC</li>
<li>Gross Weight: 1.14KG/PC</li>","https://cdn.globalso.com/aolga-hk/LL-08P0112.png,https://cdn.globalso.com/aolga-hk/LL-08P0123.png,https://cdn.globalso.com/aolga-hk/LL-08P0131.png,https://cdn.globalso.com/aolga-hk/LL-08P0141.png,https://cdn.globalso.com/aolga-hk/LL-08P0151.png",https://www.aolga-hk.com/electric-kettle-ll-08p01-5-product/
Electric Kettle,Electric Kettle HOT-W20T,HOT-W20T,"220V-240V~, 50Hz, 1500-2000W; 1.7L",Stainless steel color,,HOT-W20T,Stainless steel color,Double-layer pot body; Boil-Dry protection; Keep warm; Temperature control; Cordless electric kettle; Automatic Shut-off,1500-2000W,220-240V~,50Hz,/,/,/,/,/,/,/,"<li>Double-layer pot body</li>
<li>Boil-Dry protection</li>
<li>Keep warm</li>
<li>Temperature control</li>
<li>Cordless electric kettle</li>
<li>Automatic Shut-off</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: HOT-W20T</li>
<li>Color: Stainless steel color</li>
<li>Specification: 220V-240V~, 50Hz, 1500-2000W; 1.7L</li>
<li>Rated Power: 1500-2000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz</li>",https://cdn.globalso.com/aolga-hk/186.jpg,https://www.aolga-hk.com/electric-kettle-hot-w20t-product/
Electric Kettle,Temperature Display Electric Kettle F-677T,F-677T,"1.7L; 220V-240V~, 50Hz/60Hz, 1850-2200W/2520-3000W",Stainless steel color,360 rotational stainless steel kettle; Concealed heating element; Manual lid-opening structure; With removable filter;,F-677T,Stainless steel color,360 rotational stainless steel kettle; Concealed heating element; Manual lid-opening structure; With removable filter;Safety locking lid; With external water gauge; Automatically/manually switch off; With temperature dial,1850-2200W/2520-3000W,220-240V~,50Hz,/,/,/,/,/,/,/,"<li>360 rotational stainless steel kettle</li>
<li>Concealed heating element</li>
<li>Manual lid-opening structure</li>
<li>With removable filter</li>
<li>Safety locking lid</li>
<li>With external water gauge</li>
<li>Automatically/manually switch off</li>
<li>With temperature dial</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: F-677T</li>
<li>Color: Stainless steel color</li>
<li>Specification: 1.7L; 220V-240V~, 50Hz/60Hz, 1850-2200W/2520-3000W</li>
<li>Rated Power: 1850-2200W/2520-3000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz</li>",https://cdn.globalso.com/aolga-hk/188.jpg,https://www.aolga-hk.com/temperature-display-electric-kettle-f-677t-product/
Electric Kettle,Chinese Style Electric Kettle EKS06227A-1,EKS06227A-1,"0.7L; 220V-240V~, 50Hz/60Hz, 800-1000W",Grey/Beige,"Fashionable appearance and color; Separate but stable base, which will not make it shake when boiling water; Food grade SUS304 stainless steel and spray paint craftsmanship; Auto power off, boil-dry protection",EKS07228E-3,Gray/Beige,"Fashionable appearance and color; Separate but stable base, which will not make it shake when boiling water; Food grade SUS304 stainless steel and spray paint craftsmanship;Auto power off, boil-dry protection",800-1000W,220-240V~,50Hz/60Hz,/,/,/,415x385x506MMMM(WxDxH),/,/,1.15KG/PC,"<li>Fashionable appearance and color</li>
<li>Separate but stable base, which will not make it shake when boiling water</li>
<li>Food grade SUS304 stainless steel and spray paint craftsmanship</li>
<li>Auto power off, boil-dry protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS07228E-3</li>
<li>Color: Gray/Beige</li>
<li>Specification: 0.7L; 220V-240V~, 50Hz/60Hz, 800-1000W</li>
<li>Rated Power: 800-1000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Master Carton Size: 415x385x506MMMM(WxDxH)</li>
<li>Gross Weight: 1.15KG/PC</li>","https://cdn.globalso.com/aolga-hk/1198.jpg,https://cdn.globalso.com/aolga-hk/2121.jpg,https://cdn.globalso.com/aolga-hk/439.jpg",https://www.aolga-hk.com/chinese-style-electric-kettle-eks06227a-1-product/
Electric Kettle,Digital Electric Kettle EKS06618XH-4S,EKS06618XH-4S,"0.6L; 220V-240V~, 50Hz/60Hz, 800-1000W",Black,SUS304 with matt finishing or painting; Digital control panel with touch function; Keep warm and boil up function; Intelligent constant temperature; Multi-level temperature adjustment; Gooseneck spout; Boil Dry Protection,EKS06618XH-4S,Black,SUS304 stainless steel and spray paint craftsmanship ; Digital control panel with touch function ; Keep warm and boil up function ; Intelligent constant temperature ; Multi-level temperature adjustment ; Gooseneck spout ; Boil dry protection,800-1000W,220-240V~,50Hz/60Hz,0.75M,289.9 x 185 x 194 MM(WxDxH),268 x 185 x 225 MM(WxDxH),511 x385x 470 MM(WxDxH),8PCS/CTN,1.1KG/PC,1. 6 KG/PC,"<li>SUS304 stainless steel and spray paint craftsmanship</li>
<li>Digital control panel with touch function</li>
<li>Keep warm and boil up function</li>
<li>Intelligent constant temperature</li>
<li>Multi-level temperature adjustment</li>
<li>Gooseneck spout</li>
<li>Boil dry protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS06618XH-4S</li>
<li>Color: Black</li>
<li>Specification: 0.6L; 220V-240V~, 50Hz/60Hz, 800-1000W</li>
<li>Rated Power: 800-1000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.75M</li>
<li>Product Size: 289.9 x 185 x 194 MM(WxDxH)</li>
<li>Gift Box Size: 268 x 185 x 225 MM(WxDxH)</li>
<li>Master Carton Size: 511 x385x 470 MM(WxDxH)</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Net Weight: 1.1KG/PC</li>
<li>Gross Weight: 1. 6 KG/PC</li>","https://cdn.globalso.com/aolga-hk/1196.jpg,https://cdn.globalso.com/aolga-hk/2119.jpg,https://cdn.globalso.com/aolga-hk/387.jpg",https://www.aolga-hk.com/digital-electric-kettle-eks06618xh-4s-product/
Electric Kettle,Electric Kettle LL-8516,LL-8516,"220V-240V~, 50Hz/60Hz, 1000W; 1L,; 0.8M power cable",Silver,,LL-8516,Silver,"SUS304 inner pot and stainless steel cover ; High quality temperature controller ; Automatic power-off ; Anti-dry burning double protection ; Visible one-button heating at night, equipped with a visible heating indicator ; Open the lid with one button on the handle",1 0 00W,220V-240V~,50Hz/60Hz,0. 8 M,,W 185 D 165 H 200 MM,W 680 D 385 H 420 MM,1 6PCS/CTN,0. 87 KG/PC,1.1 KG/CTN,"<li>SUS304 inner pot and stainless steel cover</li>
<li>High quality temperature controller</li>
<li>Automatic power-off</li>
<li>Anti-dry burning double protection</li>
<li>Visible one-button heating at night, equipped with a visible heating indicator</li>
<li>Open the lid with one button on the handle</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: LL-8516</li>
<li>Color: Silver</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1000W; 1L,; 0.8M power cable</li>
<li>Rated Power: 1 0 00W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0. 8 M</li>
<li>Gift Box Size: W 185 D 165 H 200 MM</li>
<li>Master Carton Size: W 680 D 385 H 420 MM</li>
<li>Package Standard: 1 6PCS/CTN</li>
<li>Net Weight: 0. 87 KG/PC</li>
<li>Gross Weight: 1.1 KG/CTN</li>",https://cdn.globalso.com/aolga-hk/LL-8516.jpg,https://www.aolga-hk.com/electric-kettle-ll-8516-product/
Electric Kettle,Instant Temperature Display Electric Kettle GL-B04E5B,GL-B04E5B,"220V-240V~, 50Hz/60Hz, 1350-1600W; 1.2L; 1.8 power cable",Silver grey,Real-time and instant temperature display; UK STRIX thermostat; 0.5mm thickened SUS304 stainless steel; Anti-dropping buckle for the lid; Three-layer stoving painting; Anti-scalding silicone pad,GL-B04E5B,Sliver grey,Instant temperature display; UK STRIX thermostat; 0.5MM thickened SUS304 stainless steel,1350-1600W,220-240V~,50Hz/60Hz,,L230xW170xH230MM,W200xD190xH220MM,W585xD415xH460MM,12PCS/CTN,1.083KG/PC,17KG/CTN,"<li>Instant temperature display</li>
<li>UK STRIX thermostat</li>
<li>0.5MM thickened SUS304 stainless steel</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: GL-B04E5B</li>
<li>Color: Sliver grey</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1350-1600W; 1.2L; 1.8 power cable</li>
<li>Rated Power: 1350-1600W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Product Size: L230xW170xH230MM</li>
<li>Gift Box Size: W200xD190xH220MM</li>
<li>Master Carton Size: W585xD415xH460MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 1.083KG/PC</li>
<li>Gross Weight: 17KG/CTN</li>","https://cdn.globalso.com/aolga-hk/5b.jpg,https://cdn.globalso.com/aolga-hk/54654.jpg,https://cdn.globalso.com/aolga-hk/5b2.jpg,https://cdn.globalso.com/aolga-hk/未标题-19.jpg,https://cdn.globalso.com/aolga-hk/5b3.jpg,https://cdn.globalso.com/aolga-hk/4864.jpg,https://cdn.globalso.com/aolga-hk/未标题-3.jpg,https://cdn.globalso.com/aolga-hk/5b4.jpg",https://www.aolga-hk.com/gl-e5bgl-e5d-electric-kettle-product/
Electric Kettle,Chinese Style Electric Kettle EKS06226B-1,EKS06226B-1,"0.7L; 220V-240V~/120V~, 50Hz/60Hz, 1000W, 0.75M power cable",Gray/Beige,"Fashionable appearance and color; Separate but stable base, which will not make it shake when boiling water; Food grade SUS304 stainless steel and spray paint craftsmanship; Auto power off, boil-dry protection",EKS06226B-1,Gray/Beige,"F ashionable appearance and color; S eparate but stable base, which will not make it shake when boiling water; F ood grade SUS304 stainless steel and spray paint craftsmanship; A uto power off, boil-dry protection",1000 W,220-240V~ /120V~,50Hz/60Hz,,,W220xD195xH220MM,W490xD223xH498MM,4 PCS/CTN,1.083KG/PC,2.37 KG/PC,"<li>F ashionable appearance and color</li>
<li>S eparate but stable base, which will not make it shake when boiling water</li>
<li>F ood grade SUS304 stainless steel and spray paint craftsmanship</li>
<li>A uto power off, boil-dry protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS06226B-1</li>
<li>Color: Gray/Beige</li>
<li>Specification: 0.7L; 220V-240V~/120V~, 50Hz/60Hz, 1000W, 0.75M power cable</li>
<li>Rated Power: 1000 W</li>
<li>Voltage: 220-240V~ /120V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Gift Box Size: W220xD195xH220MM</li>
<li>Master Carton Size: W490xD223xH498MM</li>
<li>Package Standard: 4 PCS/CTN</li>
<li>Net Weight: 1.083KG/PC</li>
<li>Gross Weight: 2.37 KG/PC</li>","https://cdn.globalso.com/aolga-hk/180.jpg,https://cdn.globalso.com/aolga-hk/258.jpg,https://cdn.globalso.com/aolga-hk/347.jpg",https://www.aolga-hk.com/chinese-style-electric-kettle-eks06229b-2-product/
Electric Kettle,Chinese Style Electric Kettle XT-9S,XT-9S,"220V-240V~, 50Hz/60Hz, 1200W; 0.6L; 0.75M power cable",Black/White,304 stainless steel bladder; The handle beam is the switch and the ladder; Touch the handle to switch on/off; Buzzer warning specially,XT-9S,Black/White,"Double-layer pot body, Handle same with switch, UK STRIX temperature controller, Buzzer warning",1200W,220 V -240V ~,50Hz/60Hz,0.75M,L 198x W 133x H 238MM,W 1 85 x D 1 85 x H 3 05 MM,W800 x D410 x H330 MM,12PCS/CTN,1.2KG /PC,13.28KG/CTN,"<li>Double-layer pot body, Handle same with switch, UK STRIX temperature controller, Buzzer warning</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: XT-9S</li>
<li>Color: Black/White</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W; 0.6L; 0.75M power cable</li>
<li>Rated Power: 1200W</li>
<li>Voltage: 220 V -240V ~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.75M</li>
<li>Product Size: L 198x W 133x H 238MM</li>
<li>Gift Box Size: W 1 85 x D 1 85 x H 3 05 MM</li>
<li>Master Carton Size: W800 x D410 x H330 MM</li>
<li>Package Standard: 12PCS/CTN</li>
<li>Net Weight: 1.2KG /PC</li>
<li>Gross Weight: 13.28KG/CTN</li>","https://cdn.globalso.com/aolga-hk/XT-9S.jpg,https://cdn.globalso.com/aolga-hk/XT-9S2.jpg,https://cdn.globalso.com/aolga-hk/Hd512fa412cf44326a1636b234264c0bch1.jpg,https://cdn.globalso.com/aolga-hk/Hfea06e67ca1f4371ad26b9b70a9471224.jpg,https://cdn.globalso.com/aolga-hk/微信图片_20201104180612.jpg",https://www.aolga-hk.com/xt-9s-electric-kettle-product/
Electric Kettle,Temperature Display Electric Kettle EKS08125,EKS08125,"220V-240V~, 50Hz/60Hz, 1200W; 0.8L; 0.75power cable",Black,SUS304 stainless steel multi-function kettle; 4 heat settings with real-time temperature display; Touch switch; Double-layer design; Integrated seamless liner; Automatical power-off and boil-dry protection,EKS08125,Black,SUS304 stainless steel multi-function kettle; 4 heat settings with real-time temperature display; Touch switch; Double-layer design; Integrated seamless liner; Automatical power-off and boil-dry protection,800-1000W,220-240V~,50Hz/60Hz,0.75M,193x103x209MM(WxDxH),/,570x250x510MM(WxDxH),8PCS/CTN,/,0.95KG/PC,"<li>SUS304 stainless steel multi-function kettle</li>
<li>4 heat settings with real-time temperature display</li>
<li>Touch switch</li>
<li>Double-layer design</li>
<li>Integrated seamless liner</li>
<li>Automatical power-off and boil-dry protection</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS08125</li>
<li>Color: Black</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1200W; 0.8L; 0.75power cable</li>
<li>Rated Power: 800-1000W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.75M</li>
<li>Product Size: 193x103x209MM(WxDxH)</li>
<li>Master Carton Size: 570x250x510MM(WxDxH)</li>
<li>Package Standard: 8PCS/CTN</li>
<li>Gross Weight: 0.95KG/PC</li>","https://cdn.globalso.com/aolga-hk/184.jpg,https://cdn.globalso.com/aolga-hk/260.jpg",https://www.aolga-hk.com/temperature-display-electric-kettle-eks08125-product/
Electric Kettle,Electric Kettle EKS10108,EKS10108,"1L/1.2L; 220V-240V~, 50Hz/60Hz, 1850-2200W;120V~, 60Hz, 1000W",Silver,,EKS10108,Silver,SUS304 stainless steel multi-function kettle; Be with water level windows; With LED power indicator in the switch; 360 rotation cordless; Concealed heating element; Safety locking lid; Automatic lid-opening function; Automatic/manual switch off; Boil-dry protection; Separate base and 360 cordless operation to allow removal and replacement from any angle; Cord storage under kettle base,1850-2200W/1500W,220-240V~ /120V~,50Hz/60Hz,,,W192xD172xH195MM,W536xD400xH410MM,12 PCS/CTN,,1.2 KG/PC,"<li>SUS304 stainless steel multi-function kettle</li>
<li>Be with water level windows</li>
<li>With LED power indicator in the switch</li>
<li>360 rotation cordless</li>
<li>Concealed heating element</li>
<li>Safety locking lid</li>
<li>Automatic lid-opening function</li>
<li>Automatic/manual switch off</li>
<li>Boil-dry protection</li>
<li>Separate base and 360 cordless operation to allow removal and replacement from any angle</li>
<li>Cord storage under kettle base</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: EKS10108</li>
<li>Color: Silver</li>
<li>Specification: 1L/1.2L; 220V-240V~, 50Hz/60Hz, 1850-2200W;120V~, 60Hz, 1000W</li>
<li>Rated Power: 1850-2200W/1500W</li>
<li>Voltage: 220-240V~ /120V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Gift Box Size: W192xD172xH195MM</li>
<li>Master Carton Size: W536xD400xH410MM</li>
<li>Package Standard: 12 PCS/CTN</li>
<li>Gross Weight: 1.2 KG/PC</li>","https://cdn.globalso.com/aolga-hk/10108-1.jpg,https://cdn.globalso.com/aolga-hk/10108-2.jpg,https://cdn.globalso.com/aolga-hk/10108-3.jpg,https://cdn.globalso.com/aolga-hk/10108-4.jpg",https://www.aolga-hk.com/electric-kettle-eks10108-product/
Electric Kettle,Electric Kettle FK-1623,FK-1623,"220V-240V~, 50Hz/60Hz, 1850-2200W; 1L/1.2L,; 0.75M power cable",Silver,,FK-1623,Silver,"SUS304 stainless steelmulti-function kettle; High-quality UK STRIX temperature controller; 360 rotation cordless; Concealed heating element; Safety locking lid; External water level indicator; With filter; Automatic/manual switch off; Boil-dry protection; Auto power off when the kettle leaves the base, and should press the switch again if you need boil water again",1850-2200W,220V-240V~,50Hz/60Hz,0.75M,L206 x W143 x H206MM,W185xD155xH190MM,W480xD385xH210MM,6PCS/CTN,0.84 KG/PC,6.5KG/ CTN,"<li>SUS304 stainless steelmulti-function kettle</li>
<li>High-quality UK STRIX temperature controller</li>
<li>360 rotation cordless</li>
<li>Concealed heating element</li>
<li>Safety locking lid</li>
<li>External water level indicator</li>
<li>With filter</li>
<li>Automatic/manual switch off</li>
<li>Boil-dry protection</li>
<li>Auto power off when the kettle leaves the base, and should press the switch again if you need boil water again</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: FK-1623</li>
<li>Color: Silver</li>
<li>Specification: 220V-240V~, 50Hz/60Hz, 1850-2200W; 1L/1.2L,; 0.75M power cable</li>
<li>Rated Power: 1850-2200W</li>
<li>Voltage: 220V-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.75M</li>
<li>Product Size: L206 x W143 x H206MM</li>
<li>Gift Box Size: W185xD155xH190MM</li>
<li>Master Carton Size: W480xD385xH210MM</li>
<li>Package Standard: 6PCS/CTN</li>
<li>Net Weight: 0.84 KG/PC</li>
<li>Gross Weight: 6.5KG/ CTN</li>","https://cdn.globalso.com/aolga-hk/1-1.jpg,https://cdn.globalso.com/aolga-hk/1-2.jpg,https://cdn.globalso.com/aolga-hk/1-3.jpg,https://cdn.globalso.com/aolga-hk/1-45.jpg,https://cdn.globalso.com/aolga-hk/1-5.jpg,https://cdn.globalso.com/aolga-hk/1-6.jpg",https://www.aolga-hk.com/electric-kettle-fk-1623-product/
Electric Kettle,Electric Kettle LL-8710D,LL-8710d,"1L; 220V-240V~, 50Hz/60Hz, 1350W, 0.7M cable",Black,Double-layer design; SUS304 stainless steel integrated seamless liner; Automatic power-off;Visible heating indicator,LL-8710D,Black,Double-layer design; SUS304 stainless steel integrated seamless liner; With LED power indicator in the switch; Safety locking lid; Automatic power-off; Boil-dry protection; Visible heating indicator,1800-2200W,220-240V~,50Hz/60Hz,0.7M,W206xD143xH198MM,W180xD180xH210MM,W735xD370xH440MM,16PCS/CTN,1.9KG/PC,,"<li>Double-layer design</li>
<li>SUS304 stainless steel integrated seamless liner</li>
<li>With LED power indicator in the switch</li>
<li>Safety locking lid</li>
<li>Automatic power-off</li>
<li>Boil-dry protection</li>
<li>Visible heating indicator</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: LL-8710D</li>
<li>Color: Black</li>
<li>Specification: 1L; 220V-240V~, 50Hz/60Hz, 1350W, 0.7M cable</li>
<li>Rated Power: 1800-2200W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz/60Hz</li>
<li>Length of Power Cable: 0.7M</li>
<li>Product Size: W206xD143xH198MM</li>
<li>Gift Box Size: W180xD180xH210MM</li>
<li>Master Carton Size: W735xD370xH440MM</li>
<li>Package Standard: 16PCS/CTN</li>
<li>Net Weight: 1.9KG/PC</li>","https://cdn.globalso.com/aolga-hk/330.jpg,https://cdn.globalso.com/aolga-hk/244.jpg,https://cdn.globalso.com/aolga-hk/96.jpg,https://cdn.globalso.com/aolga-hk/93.jpg",https://www.aolga-hk.com/electric-kettle-ll-8710d-product/
Electric Kettle,Electric Kettle K584PN,K584PN,"220V-240V~, 50Hz, 1850-2200W/2520-3000W; 1.7L",White/Stainless steel color,,K584PN,White/Stainless steel color,360 rotational plastic kettle; Concealed heating element; Automatic lid-opening structure; With removable filter;Safety locking lid; lndicator light on the switch; Automatically/manually switch off,1850-2200W/2520-3000 W,220-240V~,50Hz,/,/,/,/,/,/,/,"<li>360 rotational plastic kettle</li>
<li>Concealed heating element</li>
<li>Automatic lid-opening structure</li>
<li>With removable filter</li>
<li>Safety locking lid</li>
<li>lndicator light on the switch</li>
<li>Automatically/manually switch off</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: K584PN</li>
<li>Color: White/Stainless steel color</li>
<li>Specification: 220V-240V~, 50Hz, 1850-2200W/2520-3000W; 1.7L</li>
<li>Rated Power: 1850-2200W/2520-3000 W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz</li>",https://cdn.globalso.com/aolga-hk/187.jpg,https://www.aolga-hk.com/electric-kettle-k584pn-product/
Electric Kettle,Electric Kettle K105MN,K105MN,"220V-240V~, 50Hz, 1850-2200W; 1.0L",Stainless steel color,360 rotational stainless steel kettle; Automatic lid-opening structure; With removable filter; Safety locking lid; With blue LED light; Automatically/manually switch off,K105MN,Stainless steel color,360 rotational stainless steel kettle; Automatic lid-opening structure; With removable filter; Safety locking lid; With blue LED light; Automatically/manually switch off,1800-2200W,220-240V~,50Hz,/,/,/,/,/,/,/,"<li>360 rotational stainless steel kettle</li>
<li>Automatic lid-opening structure</li>
<li>With removable filter</li>
<li>Safety locking lid</li>
<li>With blue LED light</li>
<li>Automatically/manually switch off</li>
<p style=""margin-top: 26px; margin-bottom: 26px; font-size: 16px; font-weight: 400; line-height: 24px;"">Technical Specifications:</p>
<li>Model: K105MN</li>
<li>Color: Stainless steel color</li>
<li>Specification: 220V-240V~, 50Hz, 1850-2200W; 1.0L</li>
<li>Rated Power: 1800-2200W</li>
<li>Voltage: 220-240V~</li>
<li>Rated Frequency: 50Hz</li>",https://cdn.globalso.com/aolga-hk/185.jpg,https://www.aolga-hk.com/electric-kettle-k105mn-product/
